freelancer_ID,name,gender,age,country,language,primary_skill,years_of_experience,hourly_rate (USD),rating,is_active,client_satisfaction
FL250534,Maria Hall,female,41.0,Germany,German,Web Development,14.0,40.0,1.1,True,73.0
FL250535,Tony Lee,male,38.0,United States,English,Graphic Design,15.0,52.46136865342164,4.2,False,88.0
FL250536,Catherine Mccoy MD,female,31.0,South Africa,Afrikaans,UI/UX Design,9.0,52.46136865342164,0.0,False,91.0
FL250537,Maria Benitez,female,30.0,China,Mandarin,Mobile Apps,9.0,30.0,3.9,False,65.0
FL250538,Joshua Chambers,male,51.0,Mexico,Spanish,UI/UX Design,22.0,20.0,3.4,True,90.0
FL250539,Janice Daniels,female,21.0,Germany,German,DevOps,0.0,20.0,2.6,False,72.0
FL250540,Carla Wood,female,20.0,Italy,Italian,DevOps,1.0,40.0,2.3,True,72.0
FL250541,Kenneth Vasquez,male,30.0,Japan,Japanese,Blockchain Development,5.0,30.0,4.8,False,
FL250542,Kevin Smith,male,41.0,China,Mandarin,Data Analysis,0.0,40.0,4.5,False,68.0
FL250543,Thomas Kim,male,22.0,Spain,Spanish,Blockchain Development,0.0,30.0,0.0,False,87.0
FL250544,Sean Park,male,45.0,Mexico,Spanish,Cybersecurity,19.0,75.0,0.0,False,72.0
FL250545,Judith Poole,female,22.0,Australia,English,Data Analysis,2.0,40.0,1.1,False,76.0
FL250546,Melanie Baird,female,20.0,Turkey,Turkish,Mobile Apps,0.0,100.0,0.0,False,63.0
FL250547,Erika Mitchell,female,20.0,Canada,English,Data Analysis,2.0,40.0,0.0,True,91.0
FL250548,Ricky Martinez,male,21.0,United Kingdom,English,AI,0.0,100.0,0.0,False,73.0
FL250549,John Christian,male,22.0,Netherlands,Dutch,Cybersecurity,1.0,40.0,0.0,False,63.0
FL250550,Nancy Smith,female,28.0,United Kingdom,English,DevOps,3.0,20.0,0.0,True,79.0
FL250551,Cassandra Stephens,female,59.0,Argentina,Spanish,AI,9.0,20.0,4.1,False,75.0
FL250552,Miss Janet Donovan MD,female,28.0,France,French,Web Development,1.0,52.46136865342164,0.0,False,70.0
FL250553,Kristina Williams,female,40.0,Australia,English,DevOps,0.0,100.0,1.2,,87.0
FL250554,Wayne Barnes,male,57.0,Italy,Italian,Blockchain Development,7.0,30.0,1.6,False,
FL250555,James Hinton,male,47.0,Turkey,Turkish,DevOps,1.0,50.0,3.9,True,88.0
FL250556,David Spence,male,48.0,South Korea,Korean,Cybersecurity,21.0,40.0,0.0,True,
FL250557,Tyler Cooper,male,28.0,United States,English,UI/UX Design,1.0,20.0,4.7,False,93.0
FL250558,Sean Martinez,male,41.0,Turkey,Turkish,Graphic Design,15.0,52.46136865342164,3.8,True,
FL250559,Janet Barron,female,57.0,South Africa,Afrikaans,Cybersecurity,33.0,100.0,3.5,False,74.0
FL250560,Rodney Wilson,male,60.0,Argentina,Spanish,Graphic Design,39.0,75.0,4.0,,70.0
FL250561,Kimberly Fitzgerald,female,48.0,Egypt,Arabic,Graphic Design,21.0,30.0,1.6,True,67.0
FL250562,Nicole Davis,female,24.0,France,French,Cybersecurity,5.0,40.0,3.0,False,86.0
FL250563,Elizabeth Hayes,female,33.0,Mexico,Spanish,DevOps,11.0,50.0,5.0,True,69.0
FL250564,Kathy Faulkner,female,20.0,Turkey,Turkish,Graphic Design,0.0,30.0,4.8,True,68.0
FL250565,John Gonzales,male,59.0,United Kingdom,English,DevOps,15.0,50.0,0.0,False,
FL250566,Shannon Luna,female,42.0,China,Mandarin,DevOps,22.0,52.46136865342164,2.9,False,61.0
FL250567,Stephanie Burton,female,22.0,Turkey,Turkish,UI/UX Design,3.0,52.46136865342164,3.0,True,96.0
FL250568,Kevin Gonzales,male,41.0,Canada,English,Cybersecurity,11.0,50.0,3.5,True,68.0
FL250569,Dawn Hardy,female,25.0,Argentina,Spanish,Web Development,5.0,40.0,0.0,True,75.0
FL250570,Margaret Perkins,female,38.0,Canada,English,UI/UX Design,3.0,40.0,4.7,False,69.0
FL250571,Amanda Vargas,female,43.0,United States,English,DevOps,1.0,52.46136865342164,2.9,False,78.0
FL250572,Tonya Gonzalez,female,54.0,Mexico,Spanish,AI,1.0,75.0,4.4,True,
FL250573,Elizabeth Bowman,female,31.0,Indonesia,Indonesian,Mobile Apps,2.0,40.0,2.3,False,98.0
FL250574,Ariana Pittman,female,56.0,Mexico,Spanish,AI,3.0,30.0,3.7,,83.0
FL250575,Antonio Johnson,male,46.0,Mexico,Spanish,Graphic Design,11.0,52.46136865342164,1.8,True,91.0
FL250576,Justin Lang,male,60.0,Egypt,Arabic,AI,9.0,100.0,0.0,True,96.0
FL250577,Kelli Ramirez,female,28.0,South Korea,Korean,Graphic Design,2.0,50.0,0.0,True,85.0
FL250578,Deborah Torres,female,43.0,Indonesia,Indonesian,Web Development,20.0,30.0,2.7,False,72.0
FL250579,Joseph Horn,male,41.0,France,French,Web Development,11.0,20.0,4.7,,69.0
FL250580,Christopher Robinson,male,41.0,United Kingdom,English,DevOps,0.0,20.0,3.1,False,90.0
FL250581,Sandra Mccormick,female,40.0,United Kingdom,English,Mobile Apps,20.0,20.0,2.3,False,92.0
FL250582,Michael Holland,male,45.0,Germany,German,DevOps,3.0,20.0,1.3,True,91.0
FL250583,Kenneth Stevenson,male,47.0,Egypt,Arabic,DevOps,28.0,50.0,2.9,True,
FL250584,Timothy Bennett,male,34.0,India,Hindi,Data Analysis,0.0,40.0,3.3,False,98.0
FL250585,Gregory Randall,male,47.0,United States,English,UI/UX Design,4.0,20.0,4.2,,82.0
FL250586,Charles Martinez,male,32.0,Mexico,Spanish,UI/UX Design,9.0,40.0,1.3,True,83.0
FL250587,James Hall,male,28.0,United Kingdom,English,Mobile Apps,2.0,100.0,4.4,True,
FL250588,Michael Garcia,male,32.0,Australia,English,DevOps,1.0,100.0,3.4,True,
FL250589,Michele Duran,female,49.0,Netherlands,Dutch,AI,2.0,100.0,3.4,True,85.0
FL250590,Jessica Gray,female,36.0,Argentina,Spanish,Mobile Apps,16.0,20.0,3.2,,
FL250591,Keith Shaffer,male,59.0,Mexico,Spanish,Blockchain Development,22.0,20.0,3.6,False,63.0
FL250592,Jessica Decker,female,52.0,Canada,English,Cybersecurity,22.0,20.0,0.0,False,
FL250593,Brianna Pittman,female,24.0,China,Mandarin,Blockchain Development,5.0,40.0,1.8,True,86.0
FL250594,Kimberly Hunter,female,26.0,Australia,English,Graphic Design,2.0,75.0,2.5,True,60.0
FL250595,Daniel Martin,male,55.0,Canada,English,Cybersecurity,24.0,40.0,2.0,True,88.0
FL250596,Rachel Smith,female,56.0,Italy,Italian,Mobile Apps,37.0,40.0,0.0,False,70.0
FL250597,Michael Miller,male,36.0,France,French,Graphic Design,3.0,50.0,1.3,True,77.0
FL250598,Willie Clark,male,48.0,Argentina,Spanish,Web Development,18.0,75.0,0.0,False,80.0
FL250599,Jeremy Hernandez,male,55.0,Egypt,Arabic,Machine Learning,6.0,40.0,3.6,True,
FL250600,Tina Shelton,female,56.0,Spain,Spanish,DevOps,17.0,52.46136865342164,1.3,,87.0
FL250601,Dr. Pamela Larson,female,28.0,Canada,English,Blockchain Development,1.0,75.0,2.7,True,93.0
FL250602,Ryan Ewing,male,60.0,United States,English,AI,39.0,100.0,1.5,,88.0
FL250603,Mark Cochran,male,34.0,South Korea,Korean,Blockchain Development,15.0,20.0,0.0,False,100.0
FL250604,Martha Carson,female,38.0,Indonesia,Indonesian,AI,13.0,40.0,0.0,True,61.0
FL250605,Heather Jackson,female,51.0,South Korea,Korean,Web Development,17.0,100.0,3.0,False,79.0
FL250606,Megan Young,female,21.0,Japan,Japanese,Mobile Apps,1.0,30.0,1.2,,73.0
FL250607,Thomas Davis,male,35.0,Italy,Italian,UI/UX Design,16.0,52.46136865342164,1.3,True,64.0
FL250608,Thomas Mooney,male,27.0,Brazil,Portuguese,Web Development,9.0,100.0,0.0,True,
FL250609,Susan Smith,female,42.0,Turkey,Turkish,Mobile Apps,20.0,50.0,3.8,False,93.0
FL250610,Brianna Orr,female,52.0,Canada,English,Blockchain Development,29.0,30.0,3.8,False,68.0
FL250611,Dustin Smith,male,53.0,South Korea,Korean,Web Development,21.0,40.0,4.7,True,62.0
FL250612,Sarah White,female,54.0,Italy,Italian,Mobile Apps,28.0,40.0,1.1,False,
FL250613,Michael Davis,male,51.0,Japan,Japanese,Graphic Design,5.0,50.0,4.2,True,82.0
FL250614,Jennifer Phillips,female,30.0,South Korea,Korean,Web Development,0.0,52.46136865342164,0.0,False,
FL250615,Dana Sanders,female,45.0,Netherlands,Dutch,Machine Learning,27.0,75.0,0.0,,85.0
FL250616,Daniel Quinn,male,57.0,Indonesia,Indonesian,Graphic Design,26.0,100.0,2.4,True,78.0
FL250617,Matthew Steele,male,38.0,Turkey,Turkish,Blockchain Development,19.0,40.0,0.0,True,86.0
FL250618,Michele Taylor,female,42.0,Russia,Russian,DevOps,24.0,40.0,0.0,False,88.0
FL250619,Ashley Hammond,female,30.0,South Africa,Afrikaans,DevOps,7.0,30.0,3.3,,68.0
FL250620,Nicole Taylor,female,43.0,Australia,English,Web Development,13.0,100.0,1.4,True,97.0
FL250621,Casey Bush,male,22.0,Egypt,Arabic,UI/UX Design,2.0,75.0,1.7,False,91.0
FL250622,Samuel Patterson,male,57.0,Mexico,Spanish,Machine Learning,37.0,30.0,4.8,False,
FL250623,Craig Dennis,male,44.0,United Kingdom,English,Graphic Design,1.0,52.46136865342164,4.8,False,97.0
FL250624,Heidi Dixon,female,46.0,China,Mandarin,DevOps,5.0,30.0,2.0,True,64.0
FL250625,David Bishop,male,41.0,Spain,Spanish,Blockchain Development,1.0,50.0,2.8,False,87.0
FL250626,Laura Butler,female,34.0,Australia,English,Data Analysis,2.0,100.0,0.0,False,86.0
FL250627,Denise Erickson,female,46.0,Italy,Italian,Mobile Apps,9.0,100.0,4.4,True,97.0
FL250628,Nicole Austin,female,22.0,France,French,Blockchain Development,0.0,30.0,4.9,False,73.0
FL250629,Summer Williams,female,23.0,South Africa,Afrikaans,AI,0.0,75.0,2.3,,60.0
FL250630,Angela Blackwell,female,60.0,Turkey,Turkish,Web Development,41.0,40.0,4.9,True,66.0
FL250631,Thomas Wall,male,20.0,Canada,English,DevOps,9.0,75.0,4.3,False,90.0
FL250632,Sarah Anderson,female,41.0,South Korea,Korean,UI/UX Design,23.0,75.0,1.4,False,
FL250633,Christian Lane,male,24.0,France,French,Mobile Apps,0.0,100.0,0.0,False,
FL250634,Todd Casey,male,44.0,Netherlands,Dutch,Machine Learning,4.0,52.46136865342164,1.3,True,77.0
FL250635,David Martinez,male,52.0,China,Mandarin,UI/UX Design,4.0,75.0,2.3,True,79.0
FL250636,Donald Salas,male,35.0,Spain,Spanish,Machine Learning,13.0,40.0,3.6,False,83.0
FL250637,Emma Hicks,female,24.0,Netherlands,Dutch,DevOps,2.0,50.0,0.0,False,64.0
FL250638,Alison Clark,female,46.0,Australia,English,Cybersecurity,25.0,100.0,1.3,False,80.0
FL250639,Andrew Barnes,male,57.0,Mexico,Spanish,Mobile Apps,18.0,30.0,1.1,False,90.0
FL250640,Gina Snyder,female,49.0,Mexico,Spanish,Web Development,24.0,50.0,0.0,False,94.0
FL250641,David Watson,male,41.0,Japan,Japanese,AI,7.0,40.0,1.8,False,70.0
FL250642,John Davis,male,22.0,Mexico,Spanish,Machine Learning,1.0,20.0,0.0,True,75.0
FL250643,Joseph Thomas,male,50.0,Australia,English,Blockchain Development,17.0,75.0,3.3,True,69.0
FL250644,Dean Finley,male,57.0,Germany,German,Graphic Design,4.0,30.0,4.2,False,
FL250645,Ashley Kemp,female,47.0,Mexico,Spanish,AI,29.0,50.0,0.0,True,79.0
FL250646,Kenneth Evans,male,24.0,South Africa,Afrikaans,Data Analysis,2.0,100.0,3.8,True,71.0
FL250647,Brandon Newman,male,41.0,India,Hindi,Cybersecurity,9.0,100.0,4.8,True,72.0
FL250648,Katie Hensley,female,50.0,Germany,German,DevOps,10.0,100.0,4.3,False,93.0
FL250649,Joel Randolph,male,46.0,Brazil,Portuguese,Machine Learning,20.0,52.46136865342164,4.8,True,82.0
FL250650,Andrew Scott,male,51.0,Australia,English,Cybersecurity,9.0,40.0,0.0,False,60.0
FL250651,Zachary Ochoa,male,51.0,United Kingdom,English,AI,12.0,20.0,4.0,False,93.0
FL250652,John Arroyo,male,27.0,United Kingdom,English,AI,3.0,50.0,0.0,False,
FL250653,Matthew Fernandez,male,42.0,Spain,Spanish,Web Development,13.0,30.0,0.0,False,74.0
FL250654,Benjamin Stark,male,25.0,Germany,German,UI/UX Design,4.0,40.0,2.3,True,73.0
FL250655,Tammy Greer,female,32.0,Germany,German,Data Analysis,9.0,75.0,0.0,False,96.0
FL250656,Cynthia Mckinney,female,59.0,Canada,English,Graphic Design,14.0,30.0,3.8,,66.0
FL250657,Wendy Rice,female,59.0,France,French,Cybersecurity,37.0,30.0,4.0,False,62.0
FL250658,Randy Bender,male,29.0,Germany,German,Graphic Design,2.0,75.0,2.2,True,85.0
FL250659,Richard Dominguez,male,58.0,China,Mandarin,AI,11.0,100.0,4.3,False,66.0
FL250660,Melissa Maldonado,female,56.0,Canada,English,Cybersecurity,19.0,20.0,0.0,False,87.0
FL250661,Leah Harris,female,36.0,United States,English,Machine Learning,9.0,20.0,0.0,True,68.0
FL250662,Lynn French,female,52.0,Canada,English,UI/UX Design,16.0,100.0,4.0,True,
FL250663,Angela Johnson,female,42.0,Netherlands,Dutch,Mobile Apps,8.0,50.0,0.0,,
FL250664,Sarah Edwards,female,59.0,India,Hindi,Mobile Apps,34.0,100.0,2.0,True,79.0
FL250665,Roy Collins,male,33.0,Netherlands,Dutch,Mobile Apps,5.0,50.0,4.7,True,88.0
FL250666,Samantha Porter,female,55.0,Canada,English,Web Development,14.0,50.0,3.6,True,81.0
FL250667,Juan Elliott,male,47.0,South Korea,Korean,UI/UX Design,17.0,50.0,1.2,False,
FL250668,Elizabeth Phillips,female,29.0,Mexico,Spanish,AI,10.0,52.46136865342164,4.4,True,67.0
FL250669,Laura Evans,female,30.0,United Kingdom,English,DevOps,8.0,100.0,1.4,True,62.0
FL250670,Amanda Mitchell,female,25.0,Canada,English,DevOps,1.0,30.0,3.2,False,87.0
FL250671,Sandra Williams,female,28.0,Egypt,Arabic,Cybersecurity,10.0,52.46136865342164,3.8,True,98.0
FL250672,Eric Johnson,male,29.0,South Korea,Korean,Blockchain Development,0.0,75.0,1.5,True,64.0
FL250673,Javier Hobbs,male,30.0,Spain,Spanish,Graphic Design,4.0,52.46136865342164,2.8,True,71.0
FL250674,Jacob Jones,male,47.0,Egypt,Arabic,AI,2.0,50.0,2.7,False,96.0
FL250675,Zachary Murphy,male,34.0,Australia,English,Blockchain Development,10.0,30.0,3.9,,
FL250676,Joshua Owens,male,45.0,United States,English,Graphic Design,16.0,100.0,4.6,False,78.0
FL250677,Dawn Mitchell,female,56.0,Spain,Spanish,Cybersecurity,27.0,20.0,2.2,False,70.0
FL250678,Regina Dunn,female,49.0,China,Mandarin,DevOps,20.0,50.0,2.5,False,82.0
FL250679,Ernest Cole,male,48.0,France,French,AI,10.0,52.46136865342164,3.1,False,
FL250680,Hannah Sanders,female,29.0,South Korea,Korean,Graphic Design,0.0,20.0,0.0,True,99.0
FL250681,Ellen Bowman,female,49.0,Netherlands,Dutch,Web Development,11.0,75.0,3.8,True,93.0
FL250682,Nancy Moore,female,22.0,China,Mandarin,Blockchain Development,1.0,100.0,4.8,True,75.0
FL250683,Joseph Wood,male,52.0,Mexico,Spanish,Graphic Design,30.0,100.0,2.5,,61.0
FL250684,Michael Harrell,male,60.0,Canada,English,Blockchain Development,7.0,30.0,0.0,False,97.0
FL250685,Connie Mcclain,female,33.0,Japan,Japanese,UI/UX Design,0.0,100.0,1.7,True,95.0
FL250686,Matthew Baldwin,male,52.0,South Korea,Korean,Graphic Design,21.0,40.0,4.0,,69.0
FL250687,Danielle Nelson,female,25.0,Germany,German,DevOps,7.0,100.0,1.9,False,63.0
FL250688,Steven Moore,male,33.0,Japan,Japanese,Cybersecurity,9.0,30.0,4.4,True,65.0
FL250689,Megan Hudson,female,33.0,China,Mandarin,Mobile Apps,9.0,52.46136865342164,4.2,True,90.0
FL250690,Lisa Johnson,female,52.0,Canada,English,UI/UX Design,25.0,100.0,4.8,False,
FL250691,Tracy White,female,20.0,Indonesia,Indonesian,Web Development,1.0,30.0,2.0,False,89.0
FL250692,Natalie Diaz,female,43.0,Russia,Russian,Data Analysis,7.0,50.0,0.0,True,80.0
FL250693,Amanda Mitchell,female,31.0,France,French,Mobile Apps,9.0,50.0,1.4,False,80.0
FL250694,Karen Scott,female,29.0,Germany,German,Data Analysis,6.0,100.0,1.8,False,
FL250695,Mary Brown,female,53.0,South Africa,Afrikaans,Graphic Design,35.0,52.46136865342164,0.0,True,67.0
FL250696,Jon Jones,male,38.0,India,Hindi,Mobile Apps,1.0,40.0,0.0,False,96.0
FL250697,Jason Phillips,male,29.0,Spain,Spanish,Graphic Design,9.0,20.0,0.0,False,90.0
FL250698,Eric Walsh,male,42.0,South Korea,Korean,UI/UX Design,0.0,52.46136865342164,3.9,False,62.0
FL250699,Carol Schneider,female,54.0,United States,English,Machine Learning,9.0,100.0,0.0,False,72.0
FL250700,Juan Hines,male,56.0,China,Mandarin,UI/UX Design,18.0,50.0,4.4,True,83.0
FL250701,Martha Sweeney,female,47.0,Turkey,Turkish,Graphic Design,22.0,100.0,4.4,False,70.0
FL250702,Jason Weaver,male,45.0,Russia,Russian,Blockchain Development,25.0,50.0,0.0,False,99.0
FL250703,Benjamin Stevens,male,45.0,China,Mandarin,Data Analysis,6.0,50.0,1.4,,97.0
FL250704,Daniel Lopez,male,35.0,Canada,English,Machine Learning,10.0,20.0,3.2,True,77.0
FL250705,John Simpson,male,51.0,Canada,English,DevOps,4.0,50.0,2.0,False,92.0
FL250706,Katrina Schultz,female,34.0,Spain,Spanish,Mobile Apps,11.0,50.0,3.3,True,76.0
FL250707,Danielle Bell,female,51.0,Indonesia,Indonesian,Graphic Design,1.0,50.0,0.0,True,97.0
FL250708,Jason Brady,male,58.0,Egypt,Arabic,Graphic Design,35.0,100.0,2.3,True,
FL250709,Megan Bright,female,36.0,Netherlands,Dutch,Web Development,17.0,20.0,0.0,True,99.0
FL250710,David Griffin,male,41.0,Russia,Russian,AI,12.0,30.0,2.6,True,
FL250711,Michael Clark,male,56.0,South Africa,Afrikaans,Machine Learning,30.0,40.0,3.3,True,82.0
FL250712,Rebecca Barker,female,58.0,Canada,English,Cybersecurity,20.0,75.0,3.6,True,78.0
FL250713,Angela Smith,female,58.0,United States,English,Cybersecurity,22.0,100.0,3.7,False,
FL250714,Christina Wright,female,54.0,United Kingdom,English,AI,32.0,20.0,3.4,False,
FL250715,Todd Turner,male,53.0,Australia,English,UI/UX Design,9.0,50.0,4.0,True,72.0
FL250716,Elizabeth Green,female,43.0,Australia,English,Web Development,22.0,40.0,4.5,,
FL250717,Alex Smith,male,44.0,South Korea,Korean,Machine Learning,1.0,75.0,4.3,True,
FL250718,Shane Hale,male,34.0,Canada,English,Cybersecurity,4.0,75.0,4.0,True,
FL250719,Kathy Grimes,female,27.0,Brazil,Portuguese,Mobile Apps,8.0,50.0,1.6,True,
FL250720,David Cherry,male,50.0,Japan,Japanese,Data Analysis,3.0,100.0,0.0,True,
FL250721,Rachel Rogers,female,52.0,South Korea,Korean,UI/UX Design,30.0,75.0,0.0,False,94.0
FL250722,Travis Braun,male,57.0,Spain,Spanish,Blockchain Development,11.0,20.0,4.9,True,
FL250723,Shawna Palmer,female,53.0,Mexico,Spanish,DevOps,8.0,20.0,2.8,True,
FL250724,Bradley Gaines,male,51.0,Turkey,Turkish,UI/UX Design,11.0,30.0,3.6,True,77.0
FL250725,April Ford,female,37.0,Canada,English,Cybersecurity,9.0,50.0,0.0,True,84.0
FL250726,James Gonzalez,male,40.0,Spain,Spanish,Web Development,7.0,40.0,4.5,,79.0
FL250727,John Castillo,male,60.0,Japan,Japanese,Data Analysis,24.0,40.0,3.1,False,69.0
FL250728,Ian Hayes,male,60.0,France,French,UI/UX Design,0.0,40.0,4.9,True,68.0
FL250729,Christine Castro,female,53.0,South Korea,Korean,UI/UX Design,21.0,30.0,4.2,True,73.0
FL250730,Jessica Chaney,female,20.0,Mexico,Spanish,Blockchain Development,0.0,75.0,3.2,True,74.0
FL250731,John Gray,male,42.0,Russia,Russian,Web Development,7.0,20.0,0.0,False,100.0
FL250732,Shane Booker,male,21.0,United Kingdom,English,Mobile Apps,3.0,40.0,0.0,False,87.0
FL250733,Kyle Hall,male,39.0,Germany,German,Web Development,21.0,100.0,2.2,False,79.0
FL250734,Ronald Munoz,male,32.0,India,Hindi,Blockchain Development,9.0,30.0,1.5,False,68.0
FL250735,Christopher Long,male,35.0,Germany,German,Data Analysis,9.0,100.0,0.0,False,84.0
FL250736,Sandra Ali,female,35.0,France,French,UI/UX Design,17.0,50.0,3.1,False,71.0
FL250737,Jessica Garza,female,23.0,Argentina,Spanish,UI/UX Design,0.0,75.0,0.0,False,92.0
FL250738,Gregory Waters,male,26.0,Netherlands,Dutch,AI,6.0,100.0,0.0,False,69.0
FL250739,Misty Adams,female,34.0,Canada,English,Machine Learning,3.0,52.46136865342164,0.0,True,71.0
FL250740,Megan Brown,female,34.0,Germany,German,Blockchain Development,3.0,52.46136865342164,0.0,False,77.0
FL250741,Gregory Brown,male,57.0,Italy,Italian,Web Development,31.0,50.0,3.0,True,87.0
FL250742,Scott Alexander MD,male,46.0,Canada,English,Web Development,5.0,30.0,2.6,False,76.0
FL250743,Eric Nguyen,male,55.0,India,Hindi,AI,37.0,75.0,4.1,False,
FL250744,Wendy Boyer,female,32.0,Australia,English,DevOps,10.0,50.0,1.5,False,65.0
FL250745,Mark Clark,male,53.0,Indonesia,Indonesian,AI,28.0,50.0,2.9,True,82.0
FL250746,Carl Kline,male,59.0,Mexico,Spanish,AI,0.0,100.0,0.0,True,87.0
FL250747,Linda Williams,female,44.0,Netherlands,Dutch,Machine Learning,19.0,40.0,4.9,False,100.0
FL250748,Jason Edwards,male,35.0,Egypt,Arabic,Blockchain Development,9.0,50.0,3.0,False,71.0
FL250749,Madison Mcintosh,female,42.0,China,Mandarin,Machine Learning,5.0,30.0,4.9,True,87.0
FL250750,Desiree Winters,female,58.0,South Korea,Korean,Blockchain Development,0.0,30.0,4.6,False,70.0
FL250751,Ryan Taylor,male,41.0,Netherlands,Dutch,AI,21.0,100.0,2.2,True,83.0
FL250752,Patricia Scott,female,41.0,Argentina,Spanish,Web Development,0.0,40.0,0.0,True,74.0
FL250753,Erin Jimenez,female,23.0,Canada,English,Blockchain Development,0.0,30.0,1.1,True,86.0
FL250754,Anthony Krause,male,51.0,China,Mandarin,Blockchain Development,17.0,40.0,4.5,True,72.0
FL250755,Diane Dean,female,42.0,France,French,AI,21.0,52.46136865342164,2.5,True,73.0
FL250756,Stuart Mckinney,male,26.0,Japan,Japanese,Data Analysis,7.0,75.0,2.9,False,78.0
FL250757,Kellie Le,female,49.0,Indonesia,Indonesian,AI,22.0,75.0,0.0,True,
FL250758,Lauren Henry,female,37.0,Italy,Italian,DevOps,9.0,75.0,3.5,False,75.0
FL250759,Brandon Fox,male,31.0,Australia,English,AI,1.0,40.0,4.5,False,96.0
FL250760,Richard Smith,male,51.0,South Korea,Korean,Mobile Apps,5.0,40.0,1.7,True,61.0
FL250761,John White,male,60.0,China,Mandarin,DevOps,40.0,50.0,4.6,True,100.0
FL250762,Gilbert Mcintyre,male,51.0,Canada,English,Blockchain Development,19.0,50.0,0.0,True,82.0
FL250763,Christopher Sparks,male,37.0,Germany,German,Graphic Design,12.0,52.46136865342164,4.9,True,80.0
FL250764,Aaron Hicks,male,52.0,India,Hindi,Blockchain Development,7.0,40.0,2.2,,96.0
FL250765,Jose Patterson,male,27.0,Indonesia,Indonesian,Blockchain Development,4.0,20.0,0.0,False,63.0
FL250766,Bryan Long,male,48.0,Australia,English,Graphic Design,24.0,40.0,2.2,False,67.0
FL250767,Tammy Gomez,female,22.0,Japan,Japanese,Data Analysis,1.0,30.0,3.3,True,61.0
FL250768,Diana Raymond,female,48.0,Germany,German,Mobile Apps,28.0,30.0,4.9,False,77.0
FL250769,Jessica Armstrong,female,54.0,United States,English,Mobile Apps,19.0,75.0,0.0,,
FL250770,Amanda Martin,female,52.0,South Korea,Korean,Data Analysis,4.0,50.0,0.0,False,84.0
FL250771,Anne Hamilton,female,39.0,Turkey,Turkish,Web Development,20.0,100.0,0.0,True,89.0
FL250772,Heather Curtis,female,54.0,Russia,Russian,Mobile Apps,19.0,30.0,4.0,,90.0
FL250773,Tiffany Moses,female,22.0,United States,English,Cybersecurity,1.0,20.0,4.8,False,87.0
FL250774,Jacqueline Moon,female,29.0,South Africa,Afrikaans,Mobile Apps,8.0,50.0,0.0,False,77.0
FL250775,James Campbell,male,23.0,Spain,Spanish,DevOps,3.0,30.0,1.6,True,72.0
FL250776,Melissa Vasquez,female,58.0,Mexico,Spanish,DevOps,30.0,50.0,1.3,True,87.0
FL250777,Katherine Carlson,female,56.0,China,Mandarin,Blockchain Development,3.0,40.0,4.1,True,89.0
FL250778,Adam Clay,male,48.0,Turkey,Turkish,Web Development,19.0,40.0,1.5,False,87.0
FL250779,Amy Combs,female,31.0,Russia,Russian,Mobile Apps,11.0,40.0,4.3,True,76.0
FL250780,Anthony Case,male,44.0,Australia,English,Machine Learning,26.0,50.0,1.6,,100.0
FL250781,Kimberly Brown,female,42.0,Egypt,Arabic,Mobile Apps,10.0,100.0,3.7,True,94.0
FL250782,Joshua Holloway,male,59.0,United States,English,Cybersecurity,17.0,50.0,1.4,True,
FL250783,Cynthia Walton,female,41.0,Argentina,Spanish,Blockchain Development,9.0,100.0,4.5,True,83.0
FL250784,Shawn Delgado,male,21.0,China,Mandarin,Data Analysis,0.0,40.0,3.7,False,74.0
FL250785,Jeremy Smith,male,53.0,United Kingdom,English,DevOps,5.0,75.0,1.1,False,92.0
FL250786,Marc Ortiz,male,35.0,Argentina,Spanish,Mobile Apps,15.0,52.46136865342164,3.7,False,66.0
FL250787,Michelle Gregory,female,25.0,Brazil,Portuguese,Machine Learning,3.0,50.0,3.2,True,74.0
FL250788,Melanie Gay,female,23.0,Italy,Italian,UI/UX Design,1.0,30.0,5.0,False,97.0
FL250789,Brittany Lambert,female,56.0,Egypt,Arabic,Graphic Design,13.0,30.0,0.0,,77.0
FL250790,Mary Hernandez,female,31.0,Mexico,Spanish,UI/UX Design,6.0,52.46136865342164,3.5,False,86.0
FL250791,Jonathan Jones,male,24.0,United States,English,Cybersecurity,4.0,50.0,3.1,False,95.0
FL250792,Gina Williams,female,35.0,Brazil,Portuguese,Cybersecurity,7.0,52.46136865342164,3.9,False,72.0
FL250793,Kelly Lawson,female,20.0,Spain,Spanish,AI,1.0,52.46136865342164,3.5,False,71.0
FL250794,Keith Smith,male,26.0,Australia,English,Data Analysis,5.0,100.0,2.5,True,93.0
FL250795,Christopher Hunter,male,54.0,United Kingdom,English,DevOps,29.0,40.0,3.1,True,
FL250796,Dwayne Parks,male,53.0,Russia,Russian,Cybersecurity,12.0,100.0,4.7,True,87.0
FL250797,Mary Hall,female,33.0,Canada,English,DevOps,4.0,52.46136865342164,1.9,False,73.0
FL250798,Jake Gilmore,male,43.0,Netherlands,Dutch,Web Development,12.0,52.46136865342164,1.6,True,74.0
FL250799,Mark Lopez,male,37.0,Canada,English,DevOps,3.0,20.0,2.5,False,62.0
FL250800,Dana Rice,female,58.0,France,French,Data Analysis,15.0,20.0,3.5,,98.0
FL250801,Beth Young,female,39.0,Spain,Spanish,Mobile Apps,15.0,50.0,0.0,False,80.0
